date,datetime,cash_type,card,money,coffee_name
2024-09-24,2024-09-24 16:38:48.296,card,ANON-0000-0000-0583,32.82,Latte
2024-09-24,2024-09-24 18:43:02.935,card,ANON-0000-0000-0408,23.02,Americano
2024-09-24,2024-09-24 18:43:54.082,card,ANON-0000-0000-0408,23.02,Americano
2024-09-24,2024-09-24 20:15:50.396,card,ANON-0000-0000-0663,32.82,Hot Chocolate
2024-09-24,2024-09-24 21:05:14.190,card,ANON-0000-0000-0631,32.82,Latte
2024-09-24,2024-09-24 21:06:32.402,card,ANON-0000-0000-0531,27.92,Americano with Milk
2024-09-24,2024-09-24 21:07:34.965,card,ANON-0000-0000-0531,27.92,Americano with Milk
2024-09-25,2024-09-25 07:51:21.100,card,ANON-0000-0000-0664,32.82,Cappuccino
2024-09-25,2024-09-25 11:35:32.533,card,ANON-0000-0000-0141,23.02,Cortado
2024-09-25,2024-09-25 11:51:15.212,card,ANON-0000-0000-0665,27.92,Americano with Milk
2024-09-25,2024-09-25 11:52:53.371,card,ANON-0000-0000-0665,32.82,Latte
2024-09-25,2024-09-25 13:54:51.454,card,ANON-0000-0000-0666,27.92,Americano with Milk
2024-09-25,2024-09-25 13:55:59.258,card,ANON-0000-0000-0666,27.92,Americano with Milk
2024-09-25,2024-09-25 17:36:37.182,card,ANON-0000-0000-0667,27.92,Americano with Milk
2024-09-25,2024-09-25 17:37:31.840,card,ANON-0000-0000-0667,27.92,Americano with Milk
2024-09-25,2024-09-25 21:34:41.289,card,ANON-0000-0000-0668,23.02,Americano
2024-09-25,2024-09-25 22:18:51.754,card,ANON-0000-0000-0475,27.92,Americano with Milk
2024-09-26,2024-09-26 08:43:35.049,card,ANON-0000-0000-0570,32.82,Latte
2024-09-26,2024-09-26 10:37:06.485,card,ANON-0000-0000-0333,27.92,Americano with Milk
2024-09-26,2024-09-26 10:55:52.407,card,ANON-0000-0000-0669,18.12,Espresso
2024-09-26,2024-09-26 11:34:48.571,card,ANON-0000-0000-0670,32.82,Cappuccino
2024-09-26,2024-09-26 12:48:01.368,card,ANON-0000-0000-0671,32.82,Latte
2024-09-26,2024-09-26 18:21:55.733,card,ANON-0000-0000-0672,32.82,Latte
2024-09-26,2024-09-26 22:45:15.081,card,ANON-0000-0000-0673,32.82,Latte
2024-09-26,2024-09-26 22:46:17.637,card,ANON-0000-0000-0673,23.02,Cortado
2024-09-26,2024-09-26 22:47:24.867,card,ANON-0000-0000-0472,27.92,Americano with Milk
2024-09-27,2024-09-27 09:29:45.646,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024-09-27,2024-09-27 09:33:43.977,card,ANON-0000-0000-0141,23.02,Cortado
2024-09-27,2024-09-27 09:41:04.732,card,ANON-0000-0000-0674,32.82,Cappuccino
2024-09-27,2024-09-27 10:46:56.620,card,ANON-0000-0000-0333,27.92,Americano with Milk
2024-09-27,2024-09-27 11:35:00.282,card,ANON-0000-0000-0333,27.92,Americano with Milk
2024-09-27,2024-09-27 13:20:31.055,card,ANON-0000-0000-0675,32.82,Cappuccino
2024-09-27,2024-09-27 13:25:05.272,card,ANON-0000-0000-0676,32.82,Cappuccino
2024-09-27,2024-09-27 13:28:33.107,card,ANON-0000-0000-0676,23.02,Americano
2024-09-27,2024-09-27 13:33:52.455,card,ANON-0000-0000-0677,27.92,Americano with Milk
2024-09-27,2024-09-27 18:07:43.705,card,ANON-0000-0000-0678,32.82,Latte
2024-09-27,2024-09-27 18:08:58.239,card,ANON-0000-0000-0678,32.82,Latte
2024-09-27,2024-09-27 18:37:45.891,card,ANON-0000-0000-0679,32.82,Cappuccino
2024-09-27,2024-09-27 18:40:53.757,card,ANON-0000-0000-0680,32.82,Cappuccino
2024-09-27,2024-09-27 20:18:13.287,card,ANON-0000-0000-0408,32.82,Cappuccino
2024-09-27,2024-09-27 20:19:14.319,card,ANON-0000-0000-0408,32.82,Cappuccino
2024-09-27,2024-09-27 20:58:14.967,card,ANON-0000-0000-0681,27.92,Americano with Milk
2024-09-28,2024-09-28 08:06:45.469,card,ANON-0000-0000-0666,27.92,Americano with Milk
2024-09-28,2024-09-28 09:31:14.759,card,ANON-0000-0000-0682,27.92,Americano with Milk
2024-09-28,2024-09-28 14:25:47.337,card,ANON-0000-0000-0507,35.76,Latte
2024-09-28,2024-09-28 16:57:20.118,card,ANON-0000-0000-0683,35.76,Latte
2024-09-28,2024-09-28 17:26:16.704,card,ANON-0000-0000-0684,30.86,Americano with Milk
2024-09-28,2024-09-28 20:34:31.110,card,ANON-0000-0000-0445,35.76,Latte
2024-09-28,2024-09-28 20:38:36.502,card,ANON-0000-0000-0685,35.76,Latte
2024-09-28,2024-09-28 22:16:36.777,card,ANON-0000-0000-0686,35.76,Cappuccino
2024-09-28,2024-09-28 22:17:29.587,card,ANON-0000-0000-0686,35.76,Cocoa
2024-09-28,2024-09-28 22:18:16.072,card,ANON-0000-0000-0687,25.96,Cortado
2024-09-28,2024-09-28 22:19:13.029,card,ANON-0000-0000-0687,35.76,Hot Chocolate
2024-09-29,2024-09-29 10:48:45.050,card,ANON-0000-0000-0467,25.96,Americano
2024-09-29,2024-09-29 10:50:05.258,card,ANON-0000-0000-0172,35.76,Cappuccino
2024-09-29,2024-09-29 10:51:03.253,card,ANON-0000-0000-0172,35.76,Cappuccino
2024-09-29,2024-09-29 10:52:23.021,card,ANON-0000-0000-0172,35.76,Cappuccino
2024-09-29,2024-09-29 10:53:42.331,card,ANON-0000-0000-0333,30.86,Americano with Milk
2024-09-29,2024-09-29 12:35:43.442,card,ANON-0000-0000-0683,35.76,Latte
2024-09-29,2024-09-29 12:50:58.444,card,ANON-0000-0000-0141,25.96,Cortado
2024-09-29,2024-09-29 12:54:15.385,card,ANON-0000-0000-0602,35.76,Latte
2024-09-29,2024-09-29 12:55:21.637,card,ANON-0000-0000-0688,35.76,Latte
2024-09-29,2024-09-29 18:02:27.296,card,ANON-0000-0000-0689,35.76,Cappuccino
2024-09-29,2024-09-29 22:31:02.815,card,ANON-0000-0000-0690,35.76,Latte
2024-09-30,2024-09-30 08:08:47.516,card,ANON-0000-0000-0141,25.96,Cortado
2024-09-30,2024-09-30 08:58:54.669,card,ANON-0000-0000-0691,25.96,Cortado
2024-09-30,2024-09-30 09:00:04.917,card,ANON-0000-0000-0692,35.76,Hot Chocolate
2024-09-30,2024-09-30 10:01:09.168,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024-09-30,2024-09-30 10:05:18.351,card,ANON-0000-0000-0141,25.96,Cortado
2024-09-30,2024-09-30 11:32:54.558,card,ANON-0000-0000-0693,30.86,Americano with Milk
2024-09-30,2024-09-30 16:45:44.460,card,ANON-0000-0000-0333,30.86,Americano with Milk
2024-09-30,2024-09-30 19:32:18.200,card,ANON-0000-0000-0507,35.76,Latte
2024-09-30,2024-09-30 19:53:14.092,card,ANON-0000-0000-0694,30.86,Americano with Milk
2024-09-30,2024-09-30 19:54:17.620,card,ANON-0000-0000-0694,25.96,Cortado
2024-09-30,2024-09-30 19:59:18.993,card,ANON-0000-0000-0631,35.76,Latte
2024-09-30,2024-09-30 20:00:42.135,card,ANON-0000-0000-0531,30.86,Americano with Milk
2024-09-30,2024-09-30 20:01:42.191,card,ANON-0000-0000-0633,30.86,Americano with Milk
2024-09-30,2024-09-30 21:41:07.527,card,ANON-0000-0000-0695,30.86,Americano with Milk
2024-10-01,2024-10-01 07:47:08.449,card,ANON-0000-0000-0696,35.76,Latte
2024-10-01,2024-10-01 09:48:30.777,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024-10-01,2024-10-01 10:02:26.778,card,ANON-0000-0000-0333,30.86,Americano with Milk
2024-10-01,2024-10-01 10:03:47.115,card,ANON-0000-0000-0333,30.86,Americano with Milk
2024-10-01,2024-10-01 11:55:31.853,card,ANON-0000-0000-0697,30.86,Americano with Milk
2024-10-01,2024-10-01 12:12:48.446,card,ANON-0000-0000-0698,30.86,Americano with Milk
2024-10-01,2024-10-01 12:14:23.382,card,ANON-0000-0000-0698,30.86,Americano with Milk
2024-10-01,2024-10-01 14:17:34.957,card,ANON-0000-0000-0699,25.96,Americano
2024-10-01,2024-10-01 14:18:52.558,card,ANON-0000-0000-0699,30.86,Americano with Milk
2024-10-01,2024-10-01 16:08:38.999,card,ANON-0000-0000-0637,35.76,Hot Chocolate
2024-10-01,2024-10-01 16:41:54.481,card,ANON-0000-0000-0700,25.96,Americano
2024-10-01,2024-10-01 18:08:26.545,card,ANON-0000-0000-0701,35.76,Latte
2024-10-01,2024-10-01 18:23:11.460,card,ANON-0000-0000-0702,35.76,Latte
2024-10-01,2024-10-01 18:24:14.252,card,ANON-0000-0000-0702,35.76,Hot Chocolate
2024-10-01,2024-10-01 20:03:22.143,card,ANON-0000-0000-0585,35.76,Hot Chocolate
2024-10-02,2024-10-02 07:57:18.793,card,ANON-0000-0000-0703,35.76,Latte
2024-10-02,2024-10-02 08:42:44.642,card,ANON-0000-0000-0141,25.96,Cortado
2024-10-02,2024-10-02 09:19:17.053,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024-10-02,2024-10-02 10:22:01.523,card,ANON-0000-0000-0375,35.76,Latte
2024-10-02,2024-10-02 10:23:55.272,card,ANON-0000-0000-0704,30.86,Americano with Milk
2024-10-02,2024-10-02 11:28:53.893,card,ANON-0000-0000-0705,35.76,Cappuccino
2024-10-02,2024-10-02 15:13:42.142,card,ANON-0000-0000-0706,35.76,Cappuccino
2024-10-02,2024-10-02 18:31:07.153,card,ANON-0000-0000-0255,35.76,Hot Chocolate
2024-10-02,2024-10-02 22:18:55.379,card,ANON-0000-0000-0637,35.76,Hot Chocolate
2024-10-02,2024-10-02 22:19:40.694,card,ANON-0000-0000-0637,35.76,Hot Chocolate
2024-10-02,2024-10-02 22:20:23.651,card,ANON-0000-0000-0707,35.76,Hot Chocolate
2024-10-03,2024-10-03 13:47:35.922,card,ANON-0000-0000-0708,35.76,Cocoa
2024-10-03,2024-10-03 15:12:05.160,card,ANON-0000-0000-0709,30.86,Americano with Milk
2024-10-03,2024-10-03 20:12:57.761,card,ANON-0000-0000-0710,25.96,Cortado
2024-10-03,2024-10-03 20:14:04.781,card,ANON-0000-0000-0710,35.76,Hot Chocolate
2024-10-03,2024-10-03 21:21:06.296,card,ANON-0000-0000-0637,35.76,Hot Chocolate
2024-10-03,2024-10-03 21:21:46.778,card,ANON-0000-0000-0637,35.76,Hot Chocolate
2024-10-03,2024-10-03 21:29:03.390,card,ANON-0000-0000-0711,35.76,Cappuccino
2024-10-03,2024-10-03 21:31:00.451,card,ANON-0000-0000-0712,35.76,Hot Chocolate
2024-10-04,2024-10-04 08:44:00.873,card,ANON-0000-0000-0440,25.96,Americano
2024-10-04,2024-10-04 08:45:38.952,card,ANON-0000-0000-0440,25.96,Americano
2024-10-04,2024-10-04 09:30:22.038,card,ANON-0000-0000-0004,30.86,Americano with Milk
2024-10-04,2024-10-04 09:31:27.071,card,ANON-0000-0000-0003,25.96,Americano
2024-10-04,2024-10-04 09:53:58.577,card,ANON-0000-0000-0650,25.96,Cortado
2024-10-04,2024-10-04 09:55:04.557,card,ANON-0000-0000-0650,25.96,Cortado
2024-10-04,2024-10-04 17:35:14.809,card,ANON-0000-0000-0713,35.76,Latte
2024-10-04,2024-10-04 17:42:22.181,card,ANON-0000-0000-0714,35.76,Hot Chocolate
2024-10-04,2024-10-04 17:44:36.370,card,ANON-0000-0000-0714,35.76,Cocoa
2024-10-05,2024-10-05 09:00:46.861,card,ANON-0000-0000-0141,25.96,Cortado
2024-10-05,2024-10-05 09:01:42.669,card,ANON-0000-0000-0141,25.96,Cortado
2024-10-05,2024-10-05 09:35:44.903,card,ANON-0000-0000-0715,35.76,Cocoa
2024-10-05,2024-10-05 13:12:13.285,card,ANON-0000-0000-0206,35.76,Cappuccino
2024-10-05,2024-10-05 20:08:38.058,card,ANON-0000-0000-0012,25.96,Americano
2024-10-05,2024-10-05 20:09:33.647,card,ANON-0000-0000-0012,25.96,Americano
2024-10-06,2024-10-06 08:22:56.721,card,ANON-0000-0000-0141,25.96,Cortado
2024-10-06,2024-10-06 10:05:43.642,card,ANON-0000-0000-0195,35.76,Cappuccino
2024-10-06,2024-10-06 10:06:47.136,card,ANON-0000-0000-0195,25.96,Cortado
2024-10-06,2024-10-06 11:55:28.846,card,ANON-0000-0000-0716,35.76,Latte
2024-10-06,2024-10-06 12:09:03.852,card,ANON-0000-0000-0665,35.76,Latte
2024-10-06,2024-10-06 12:10:17.343,card,ANON-0000-0000-0665,35.76,Cappuccino
2024-10-06,2024-10-06 12:11:43.360,card,ANON-0000-0000-0665,30.86,Americano with Milk
2024-10-06,2024-10-06 13:46:03.675,card,ANON-0000-0000-0717,25.96,Americano
2024-10-06,2024-10-06 13:47:01.953,card,ANON-0000-0000-0717,35.76,Cappuccino
2024-10-06,2024-10-06 13:50:00.140,card,ANON-0000-0000-0718,30.86,Americano with Milk
2024-10-06,2024-10-06 13:51:04.250,card,ANON-0000-0000-0718,35.76,Latte
2024-10-06,2024-10-06 13:51:56.283,card,ANON-0000-0000-0718,35.76,Cappuccino
2024-10-06,2024-10-06 16:31:33.588,card,ANON-0000-0000-0719,35.76,Cappuccino
2024-10-06,2024-10-06 16:35:45.625,card,ANON-0000-0000-0720,21.06,Espresso
2024-10-06,2024-10-06 18:17:44.975,card,ANON-0000-0000-0721,30.86,Americano with Milk
2024-10-06,2024-10-06 18:35:16.468,card,ANON-0000-0000-0722,35.76,Hot Chocolate
2024-10-06,2024-10-06 21:09:12.889,card,ANON-0000-0000-0723,35.76,Hot Chocolate
2024-10-06,2024-10-06 21:10:00.476,card,ANON-0000-0000-0723,35.76,Hot Chocolate
2024-10-06,2024-10-06 21:10:45.254,card,ANON-0000-0000-0636,35.76,Hot Chocolate
2024-10-06,2024-10-06 21:16:48.876,card,ANON-0000-0000-0637,35.76,Latte
2024-10-07,2024-10-07 08:33:36.423,card,ANON-0000-0000-0724,35.76,Latte
2024-10-07,2024-10-07 08:49:36.477,card,ANON-0000-0000-0385,35.76,Latte
2024-10-07,2024-10-07 08:50:41.668,card,ANON-0000-0000-0385,30.86,Americano with Milk
2024-10-07,2024-10-07 09:05:28.091,card,ANON-0000-0000-0725,35.76,Cocoa
2024-10-07,2024-10-07 09:09:58.323,card,ANON-0000-0000-0726,35.76,Latte
2024-10-07,2024-10-07 12:17:56.717,card,ANON-0000-0000-0727,30.86,Americano with Milk
2024-10-07,2024-10-07 14:31:45.258,card,ANON-0000-0000-0728,25.96,Americano
2024-10-07,2024-10-07 14:32:38.765,card,ANON-0000-0000-0728,25.96,Americano
2024-10-07,2024-10-07 17:48:55.006,card,ANON-0000-0000-0494,35.76,Latte
2024-10-07,2024-10-07 21:14:42.130,card,ANON-0000-0000-0636,35.76,Hot Chocolate
2024-10-07,2024-10-07 21:15:20.122,card,ANON-0000-0000-0636,35.76,Hot Chocolate
2024-10-07,2024-10-07 21:40:48.515,card,ANON-0000-0000-0598,35.76,Latte
2024-10-08,2024-10-08 08:11:50.884,card,ANON-0000-0000-0703,35.76,Latte
2024-10-08,2024-10-08 09:05:14.027,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024-10-08,2024-10-08 10:22:31.374,card,ANON-0000-0000-0700,25.96,Americano
2024-10-08,2024-10-08 10:27:08.817,card,ANON-0000-0000-0683,35.76,Latte
2024-10-08,2024-10-08 11:30:10.253,card,ANON-0000-0000-0726,35.76,Latte
2024-10-08,2024-10-08 12:48:04.520,card,ANON-0000-0000-0225,25.96,Americano
2024-10-08,2024-10-08 12:49:04.581,card,ANON-0000-0000-0225,25.96,Americano
2024-10-08,2024-10-08 13:04:00.905,card,ANON-0000-0000-0729,35.76,Latte
2024-10-08,2024-10-08 13:04:59.444,card,ANON-0000-0000-0729,35.76,Latte
2024-10-08,2024-10-08 14:42:52.425,card,ANON-0000-0000-0507,35.76,Latte
2024-10-08,2024-10-08 15:13:41.150,card,ANON-0000-0000-0475,35.76,Latte
2024-10-08,2024-10-08 15:19:52.103,card,ANON-0000-0000-0050,25.96,Americano
2024-10-08,2024-10-08 15:50:43.122,card,ANON-0000-0000-0730,30.86,Americano with Milk
2024-10-08,2024-10-08 20:40:40.459,card,ANON-0000-0000-0731,35.76,Hot Chocolate
2024-10-08,2024-10-08 20:41:33.464,card,ANON-0000-0000-0731,35.76,Cappuccino
2024-10-08,2024-10-08 20:51:08.722,card,ANON-0000-0000-0732,35.76,Latte
2024-10-08,2024-10-08 21:24:32.037,card,ANON-0000-0000-0040,30.86,Americano with Milk
2024-10-08,2024-10-08 21:25:32.000,card,ANON-0000-0000-0040,30.86,Americano with Milk
2024-10-09,2024-10-09 07:54:42.599,card,ANON-0000-0000-0570,35.76,Latte
2024-10-09,2024-10-09 08:25:57.509,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024-10-09,2024-10-09 09:43:21.029,card,ANON-0000-0000-0424,30.86,Americano with Milk
2024-10-09,2024-10-09 09:59:39.971,card,ANON-0000-0000-0494,35.76,Latte
2024-10-09,2024-10-09 10:37:56.926,card,ANON-0000-0000-0733,21.06,Espresso
2024-10-09,2024-10-09 11:18:02.138,card,ANON-0000-0000-0734,25.96,Americano
2024-10-09,2024-10-09 13:03:08.514,card,ANON-0000-0000-0726,35.76,Latte
2024-10-09,2024-10-09 13:52:34.736,card,ANON-0000-0000-0735,30.86,Americano with Milk
2024-10-09,2024-10-09 17:26:44.371,card,ANON-0000-0000-0658,35.76,Cappuccino
2024-10-09,2024-10-09 17:27:48.880,card,ANON-0000-0000-0658,25.96,Americano
2024-10-09,2024-10-09 17:49:59.552,card,ANON-0000-0000-0736,21.06,Espresso
2024-10-09,2024-10-09 20:49:12.500,card,ANON-0000-0000-0737,35.76,Cappuccino
2024-10-10,2024-10-10 08:48:06.900,card,ANON-0000-0000-0003,25.96,Americano
2024-10-10,2024-10-10 09:23:20.118,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024-10-10,2024-10-10 09:51:44.211,card,ANON-0000-0000-0738,35.76,Hot Chocolate
2024-10-10,2024-10-10 10:05:09.494,card,ANON-0000-0000-0375,35.76,Latte
2024-10-10,2024-10-10 10:42:43.045,card,ANON-0000-0000-0141,25.96,Cortado
2024-10-10,2024-10-10 10:43:30.026,card,ANON-0000-0000-0141,25.96,Cortado
2024-10-10,2024-10-10 10:55:32.616,card,ANON-0000-0000-0739,35.76,Latte
2024-10-10,2024-10-10 11:04:19.349,card,ANON-0000-0000-0740,35.76,Latte
2024-10-10,2024-10-10 15:05:42.898,card,ANON-0000-0000-0510,35.76,Cappuccino
2024-10-10,2024-10-10 17:40:44.384,card,ANON-0000-0000-0741,35.76,Latte
2024-10-10,2024-10-10 18:18:32.711,card,ANON-0000-0000-0742,25.96,Americano
2024-10-10,2024-10-10 18:56:30.698,card,ANON-0000-0000-0713,30.86,Americano with Milk
2024-10-10,2024-10-10 18:57:35.249,card,ANON-0000-0000-0713,35.76,Latte
2024-10-10,2024-10-10 22:33:16.976,card,ANON-0000-0000-0637,35.76,Hot Chocolate
2024-10-10,2024-10-10 22:33:59.729,card,ANON-0000-0000-0637,35.76,Hot Chocolate
2024-10-11,2024-10-11 07:54:51.580,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024-10-11,2024-10-11 08:00:50.938,card,ANON-0000-0000-0703,35.76,Latte
2024-10-11,2024-10-11 08:12:20.254,card,ANON-0000-0000-0141,25.96,Cortado
2024-10-11,2024-10-11 08:28:18.876,card,ANON-0000-0000-0570,35.76,Latte
2024-10-11,2024-10-11 08:29:22.390,card,ANON-0000-0000-0570,35.76,Cocoa
2024-10-11,2024-10-11 08:55:43.787,card,ANON-0000-0000-0725,35.76,Cocoa
2024-10-11,2024-10-11 08:56:58.778,card,ANON-0000-0000-0726,30.86,Americano with Milk
2024-10-11,2024-10-11 08:58:09.102,card,ANON-0000-0000-0743,35.76,Hot Chocolate
2024-10-11,2024-10-11 09:31:42.338,card,ANON-0000-0000-0744,30.86,Americano with Milk
2024-10-11,2024-10-11 09:38:46.927,card,ANON-0000-0000-0402,25.96,Cortado
2024-10-11,2024-10-11 10:00:40.375,card,ANON-0000-0000-0375,25.96,Americano
2024-10-11,2024-10-11 10:01:54.873,card,ANON-0000-0000-0375,25.96,Americano
2024-10-11,2024-10-11 10:30:35.971,card,ANON-0000-0000-0242,30.86,Americano with Milk
2024-10-11,2024-10-11 13:05:01.403,card,ANON-0000-0000-0740,35.76,Latte
2024-10-11,2024-10-11 13:29:02.457,card,ANON-0000-0000-0012,25.96,Americano
2024-10-11,2024-10-11 13:30:09.021,card,ANON-0000-0000-0012,25.96,Americano
2024-10-11,2024-10-11 14:33:40.535,card,ANON-0000-0000-0745,35.76,Cocoa
2024-10-11,2024-10-11 14:35:29.312,card,ANON-0000-0000-0745,25.96,Americano
2024-10-11,2024-10-11 14:50:08.761,card,ANON-0000-0000-0714,35.76,Cappuccino
2024-10-11,2024-10-11 17:12:07.333,card,ANON-0000-0000-0746,35.76,Latte
2024-10-11,2024-10-11 17:13:21.597,card,ANON-0000-0000-0746,35.76,Hot Chocolate
2024-10-11,2024-10-11 17:26:11.166,card,ANON-0000-0000-0747,35.76,Hot Chocolate
2024-10-11,2024-10-11 21:48:37.720,card,ANON-0000-0000-0690,35.76,Latte
2024-10-11,2024-10-11 21:53:53.607,card,ANON-0000-0000-0748,30.86,Americano with Milk
2024-10-11,2024-10-11 22:36:27.633,card,ANON-0000-0000-0749,35.76,Hot Chocolate
2024-10-11,2024-10-11 22:37:26.701,card,ANON-0000-0000-0749,35.76,Hot Chocolate
2024-10-12,2024-10-12 08:28:15.518,card,ANON-0000-0000-0141,25.96,Cortado
2024-10-12,2024-10-12 10:31:38.899,card,ANON-0000-0000-0650,25.96,Cortado
2024-10-12,2024-10-12 10:32:55.522,card,ANON-0000-0000-0650,25.96,Cortado
2024-10-12,2024-10-12 11:52:15.499,card,ANON-0000-0000-0507,35.76,Latte
2024-10-12,2024-10-12 11:53:41.093,card,ANON-0000-0000-0750,30.86,Americano with Milk
2024-10-12,2024-10-12 13:18:47.055,card,ANON-0000-0000-0751,35.76,Cappuccino
2024-10-12,2024-10-12 20:10:53.912,card,ANON-0000-0000-0507,35.76,Latte
2024-10-13,2024-10-13 09:54:55.187,card,ANON-0000-0000-0141,25.96,Cortado
2024-10-13,2024-10-13 12:20:46.595,card,ANON-0000-0000-0752,30.86,Americano with Milk
2024-10-13,2024-10-13 13:32:29.520,card,ANON-0000-0000-0650,25.96,Cortado
2024-10-13,2024-10-13 13:33:29.385,card,ANON-0000-0000-0650,21.06,Espresso
2024-10-13,2024-10-13 13:34:25.907,card,ANON-0000-0000-0650,25.96,Cortado
2024-10-13,2024-10-13 17:53:20.717,card,ANON-0000-0000-0507,35.76,Latte
2024-10-13,2024-10-13 17:54:22.430,card,ANON-0000-0000-0507,35.76,Latte
2024-10-13,2024-10-13 18:22:58.819,card,ANON-0000-0000-0753,35.76,Cappuccino
2024-10-13,2024-10-13 20:43:04.928,card,ANON-0000-0000-0257,35.76,Cappuccino
2024-10-14,2024-10-14 08:26:54.639,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024-10-14,2024-10-14 09:49:54.551,card,ANON-0000-0000-0754,35.76,Cocoa
2024-10-14,2024-10-14 10:27:51.106,card,ANON-0000-0000-0141,25.96,Cortado
2024-10-14,2024-10-14 10:38:06.758,card,ANON-0000-0000-0440,35.76,Latte
2024-10-14,2024-10-14 10:39:13.716,card,ANON-0000-0000-0440,35.76,Latte
2024-10-14,2024-10-14 11:23:50.576,card,ANON-0000-0000-0755,35.76,Cappuccino
2024-10-14,2024-10-14 11:25:37.299,card,ANON-0000-0000-0225,25.96,Americano
2024-10-14,2024-10-14 11:26:45.245,card,ANON-0000-0000-0225,25.96,Americano
2024-10-14,2024-10-14 14:36:07.136,card,ANON-0000-0000-0756,35.76,Latte
2024-10-14,2024-10-14 14:49:51.462,card,ANON-0000-0000-0507,35.76,Latte
2024-10-14,2024-10-14 16:37:47.466,card,ANON-0000-0000-0757,25.96,Americano
2024-10-14,2024-10-14 18:19:19.191,card,ANON-0000-0000-0758,35.76,Latte
2024-10-14,2024-10-14 18:20:20.584,card,ANON-0000-0000-0758,35.76,Cappuccino
2024-10-14,2024-10-14 22:08:53.730,card,ANON-0000-0000-0759,35.76,Latte
2024-10-14,2024-10-14 22:10:23.672,card,ANON-0000-0000-0760,35.76,Latte
2024-10-14,2024-10-14 22:21:53.865,card,ANON-0000-0000-0510,35.76,Latte
2024-10-15,2024-10-15 08:14:28.667,card,ANON-0000-0000-0141,25.96,Cortado
2024-10-15,2024-10-15 08:34:17.867,card,ANON-0000-0000-0761,21.06,Espresso
2024-10-15,2024-10-15 11:13:21.963,card,ANON-0000-0000-0762,35.76,Hot Chocolate
2024-10-15,2024-10-15 11:15:20.622,card,ANON-0000-0000-0736,35.76,Latte
2024-10-15,2024-10-15 11:16:27.469,card,ANON-0000-0000-0736,35.76,Hot Chocolate
2024-10-15,2024-10-15 13:00:43.233,card,ANON-0000-0000-0763,35.76,Latte
2024-10-15,2024-10-15 13:15:44.836,card,ANON-0000-0000-0764,30.86,Americano with Milk
2024-10-15,2024-10-15 15:32:11.278,card,ANON-0000-0000-0683,35.76,Latte
2024-10-15,2024-10-15 15:54:16.513,card,ANON-0000-0000-0765,25.96,Americano
2024-10-15,2024-10-15 15:55:19.039,card,ANON-0000-0000-0765,21.06,Espresso
2024-10-15,2024-10-15 17:04:11.335,card,ANON-0000-0000-0766,35.76,Hot Chocolate
2024-10-15,2024-10-15 19:22:21.379,card,ANON-0000-0000-0767,25.96,Americano
2024-10-15,2024-10-15 19:23:17.353,card,ANON-0000-0000-0767,35.76,Cocoa
2024-10-15,2024-10-15 20:11:14.884,card,ANON-0000-0000-0507,35.76,Latte
2024-10-15,2024-10-15 20:12:28.631,card,ANON-0000-0000-0507,35.76,Latte
2024-10-15,2024-10-15 21:18:08.409,card,ANON-0000-0000-0040,35.76,Hot Chocolate
2024-10-15,2024-10-15 21:35:19.943,card,ANON-0000-0000-0040,35.76,Hot Chocolate
2024-10-15,2024-10-15 22:15:19.653,card,ANON-0000-0000-0690,35.76,Latte
2024-10-16,2024-10-16 08:21:26.013,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024-10-16,2024-10-16 08:36:23.588,card,ANON-0000-0000-0696,35.76,Hot Chocolate
2024-10-16,2024-10-16 09:25:51.175,card,ANON-0000-0000-0570,35.76,Latte
2024-10-16,2024-10-16 10:15:47.944,card,ANON-0000-0000-0571,30.86,Americano with Milk
2024-10-16,2024-10-16 10:16:53.739,card,ANON-0000-0000-0571,30.86,Americano with Milk
2024-10-16,2024-10-16 10:45:24.963,card,ANON-0000-0000-0333,30.86,Americano with Milk
2024-10-16,2024-10-16 11:49:44.633,card,ANON-0000-0000-0768,25.96,Americano
2024-10-16,2024-10-16 12:29:44.254,card,ANON-0000-0000-0769,30.86,Americano with Milk
2024-10-16,2024-10-16 13:20:10.470,card,ANON-0000-0000-0764,25.96,Americano
2024-10-16,2024-10-16 16:45:29.537,card,ANON-0000-0000-0770,35.76,Latte
2024-10-16,2024-10-16 17:43:20.657,card,ANON-0000-0000-0510,30.86,Americano with Milk
2024-10-16,2024-10-16 19:37:42.411,card,ANON-0000-0000-0771,30.86,Americano with Milk
2024-10-16,2024-10-16 19:38:36.648,card,ANON-0000-0000-0771,30.86,Americano with Milk
2024-10-16,2024-10-16 21:20:28.533,card,ANON-0000-0000-0772,35.76,Hot Chocolate
2024-10-17,2024-10-17 07:47:00.921,card,ANON-0000-0000-0696,35.76,Latte
2024-10-17,2024-10-17 07:58:06.763,card,ANON-0000-0000-0570,35.76,Latte
