"Insulation";"Temperature";"Num_Occupants";"Avg_Age";"Home_Size"
5.0;71.0;7.0;31.4;1.0
6.0;79.0;8.0;43.7;7.0
3.0;76.0;1.0;16.4;3.0
7.0;39.0;5.0;60.9;2.0
9.0;79.0;5.0;61.2;1.0
7.0;78.0;3.0;58.9;2.0
9.0;85.0;3.0;70.7;1.0
10.0;78.0;6.0;20.7;2.0
7.0;55.0;6.0;58.9;2.0
5.0;48.0;1.0;30.6;1.0
6.0;44.0;9.0;18.2;8.0
10.0;61.0;4.0;66.5;2.0
5.0;46.0;10.0;49.8;1.0
2.0;42.0;3.0;72.3;7.0
2.0;72.0;1.0;51.0;1.0
3.0;55.0;6.0;52.0;2.0
4.0;75.0;5.0;37.2;2.0
10.0;54.0;4.0;68.8;8.0
10.0;69.0;4.0;43.6;3.0
3.0;52.0;3.0;39.5;1.0
9.0;81.0;6.0;33.4;5.0
7.0;75.0;4.0;23.7;7.0
2.0;68.0;10.0;24.3;3.0
10.0;59.0;5.0;72.8;3.0
4.0;57.0;9.0;45.8;1.0
7.0;58.0;9.0;68.9;3.0
2.0;88.0;4.0;72.6;3.0
5.0;53.0;5.0;64.6;4.0
2.0;76.0;5.0;26.4;2.0
7.0;90.0;10.0;25.5;1.0
9.0;62.0;1.0;20.9;3.0
10.0;84.0;8.0;59.7;3.0
6.0;61.0;3.0;46.4;1.0
2.0;43.0;9.0;49.3;4.0
3.0;40.0;2.0;56.3;5.0
6.0;72.0;10.0;55.4;8.0
4.0;67.0;5.0;63.9;2.0
6.0;50.0;9.0;35.6;3.0
3.0;72.0;8.0;42.0;8.0
7.0;57.0;7.0;24.5;5.0
4.0;89.0;3.0;25.0;5.0
10.0;57.0;1.0;54.0;8.0
8.0;75.0;2.0;43.4;5.0
9.0;83.0;6.0;43.5;4.0
8.0;55.0;4.0;68.0;1.0
10.0;61.0;8.0;16.9;7.0
10.0;55.0;5.0;41.2;5.0
7.0;85.0;10.0;15.3;1.0
6.0;51.0;2.0;66.3;6.0
9.0;76.0;7.0;62.4;1.0
8.0;38.0;3.0;68.7;5.0
6.0;88.0;9.0;54.1;2.0
6.0;44.0;7.0;40.8;1.0
8.0;39.0;3.0;31.4;8.0
7.0;56.0;2.0;18.4;1.0
3.0;51.0;6.0;72.1;8.0
6.0;46.0;5.0;37.2;3.0
6.0;73.0;2.0;29.0;8.0
8.0;54.0;7.0;22.4;3.0
4.0;57.0;7.0;18.4;4.0
8.0;45.0;7.0;39.5;1.0
9.0;80.0;5.0;25.3;3.0
6.0;55.0;6.0;50.9;7.0
8.0;83.0;8.0;67.6;1.0
8.0;70.0;2.0;57.6;3.0
4.0;66.0;1.0;56.7;6.0
4.0;82.0;2.0;71.0;3.0
10.0;48.0;4.0;19.6;8.0
8.0;69.0;1.0;49.9;4.0
4.0;79.0;1.0;19.9;1.0
8.0;53.0;6.0;71.7;2.0
10.0;85.0;2.0;46.3;1.0
2.0;48.0;6.0;21.4;4.0
9.0;56.0;9.0;61.1;3.0
5.0;54.0;4.0;55.0;2.0
3.0;86.0;8.0;27.8;5.0
10.0;69.0;9.0;21.4;4.0
5.0;71.0;6.0;20.0;6.0
7.0;59.0;9.0;25.9;4.0
4.0;78.0;4.0;52.6;2.0
6.0;66.0;1.0;40.5;2.0
7.0;80.0;10.0;27.8;5.0
7.0;81.0;9.0;23.7;6.0
4.0;42.0;10.0;43.7;3.0
5.0;90.0;2.0;66.7;8.0
10.0;57.0;2.0;56.2;5.0
8.0;90.0;9.0;67.6;7.0
5.0;42.0;7.0;32.8;8.0
5.0;73.0;2.0;19.1;6.0
3.0;73.0;10.0;58.2;3.0
7.0;90.0;7.0;28.4;3.0
10.0;90.0;5.0;24.7;6.0
8.0;38.0;3.0;58.0;4.0
10.0;70.0;10.0;42.9;4.0
8.0;64.0;4.0;22.5;7.0
5.0;80.0;7.0;62.8;3.0
2.0;46.0;2.0;41.9;7.0
9.0;40.0;3.0;32.8;6.0
3.0;83.0;9.0;54.6;6.0
5.0;60.0;4.0;71.4;1.0
2.0;65.0;6.0;16.3;1.0
7.0;70.0;1.0;71.5;5.0
2.0;43.0;8.0;49.1;5.0
7.0;48.0;7.0;24.4;3.0
4.0;77.0;9.0;65.0;4.0
4.0;70.0;10.0;19.6;7.0
5.0;54.0;10.0;71.6;6.0
2.0;80.0;10.0;65.7;5.0
8.0;42.0;8.0;16.0;3.0
4.0;64.0;2.0;47.6;8.0
6.0;71.0;7.0;45.8;1.0
5.0;72.0;8.0;17.6;3.0
3.0;86.0;6.0;15.9;4.0
10.0;56.0;9.0;34.1;7.0
2.0;67.0;10.0;20.7;7.0
5.0;54.0;9.0;21.3;5.0
2.0;74.0;3.0;51.1;7.0
3.0;89.0;10.0;17.4;4.0
10.0;60.0;8.0;42.5;8.0
2.0;64.0;7.0;21.5;3.0
8.0;62.0;6.0;16.9;6.0
6.0;73.0;8.0;39.3;3.0
7.0;63.0;6.0;45.9;1.0
3.0;67.0;7.0;46.1;5.0
9.0;49.0;6.0;69.0;8.0
2.0;62.0;1.0;34.4;1.0
2.0;60.0;3.0;50.2;8.0
10.0;55.0;8.0;19.1;5.0
3.0;45.0;4.0;61.9;5.0
6.0;81.0;9.0;52.4;5.0
7.0;51.0;1.0;61.3;8.0
2.0;82.0;1.0;37.6;8.0
4.0;48.0;1.0;67.6;2.0
7.0;66.0;1.0;65.2;6.0
7.0;82.0;5.0;55.1;7.0
4.0;89.0;8.0;39.8;2.0
7.0;69.0;3.0;30.4;4.0
8.0;47.0;7.0;40.6;7.0
8.0;76.0;10.0;46.0;2.0
2.0;40.0;10.0;66.6;8.0
3.0;71.0;3.0;19.4;8.0
8.0;48.0;4.0;48.2;4.0
4.0;62.0;3.0;57.3;3.0
3.0;49.0;3.0;19.6;6.0
2.0;88.0;8.0;16.4;3.0
6.0;38.0;9.0;69.3;6.0
2.0;50.0;6.0;23.1;1.0
5.0;46.0;6.0;41.6;8.0
5.0;50.0;6.0;30.4;8.0
4.0;74.0;6.0;24.2;1.0
9.0;51.0;10.0;28.0;8.0
3.0;48.0;6.0;33.5;8.0
3.0;46.0;1.0;37.1;6.0
9.0;60.0;4.0;51.0;6.0
4.0;56.0;1.0;62.1;1.0
2.0;46.0;6.0;67.5;2.0
7.0;48.0;3.0;54.7;1.0
5.0;89.0;1.0;66.9;1.0
4.0;85.0;9.0;15.8;1.0
5.0;85.0;2.0;56.9;8.0
8.0;62.0;2.0;23.1;3.0
2.0;54.0;3.0;63.8;7.0
3.0;49.0;9.0;61.7;5.0
7.0;77.0;10.0;41.6;2.0
8.0;62.0;3.0;47.3;1.0
6.0;83.0;1.0;39.5;4.0
5.0;56.0;4.0;72.2;4.0
9.0;57.0;5.0;66.4;5.0
8.0;59.0;8.0;65.6;1.0
2.0;76.0;9.0;15.7;6.0
4.0;53.0;3.0;56.9;7.0
8.0;70.0;1.0;57.5;6.0
2.0;79.0;4.0;19.0;4.0
2.0;56.0;3.0;18.8;4.0
5.0;60.0;7.0;40.1;7.0
7.0;51.0;7.0;55.7;7.0
8.0;46.0;1.0;21.5;1.0
5.0;43.0;5.0;42.3;4.0
2.0;80.0;5.0;22.4;1.0
7.0;40.0;6.0;33.6;1.0
3.0;63.0;5.0;51.1;4.0
7.0;43.0;2.0;59.7;6.0
10.0;67.0;8.0;16.5;5.0
5.0;53.0;6.0;17.2;6.0
7.0;61.0;1.0;48.9;7.0
8.0;39.0;2.0;62.1;2.0
7.0;79.0;8.0;69.7;4.0
4.0;47.0;1.0;26.8;3.0
8.0;76.0;8.0;54.0;8.0
4.0;50.0;3.0;30.7;8.0
10.0;72.0;6.0;65.5;1.0
9.0;62.0;7.0;32.9;2.0
7.0;63.0;5.0;21.6;5.0
3.0;90.0;10.0;18.4;2.0
10.0;81.0;10.0;51.7;3.0
6.0;67.0;10.0;30.1;4.0
9.0;54.0;5.0;39.3;3.0
6.0;83.0;5.0;37.5;7.0
10.0;48.0;7.0;46.6;3.0
8.0;78.0;8.0;72.5;4.0
3.0;90.0;4.0;60.1;7.0
3.0;80.0;10.0;43.0;7.0
3.0;86.0;10.0;30.9;4.0
8.0;53.0;3.0;31.7;2.0
8.0;86.0;3.0;60.6;1.0
10.0;68.0;9.0;41.0;7.0
2.0;74.0;10.0;22.7;5.0
3.0;59.0;2.0;41.8;4.0
8.0;46.0;9.0;22.5;1.0
7.0;42.0;1.0;63.9;3.0
3.0;65.0;6.0;51.5;5.0
10.0;89.0;8.0;46.1;2.0
5.0;66.0;1.0;34.7;3.0
7.0;66.0;10.0;17.3;2.0
9.0;90.0;1.0;71.4;2.0
6.0;49.0;3.0;21.0;4.0
7.0;46.0;1.0;24.2;2.0
4.0;80.0;2.0;23.3;6.0
3.0;63.0;7.0;52.9;2.0
3.0;45.0;9.0;67.8;7.0
6.0;74.0;5.0;57.0;4.0
2.0;82.0;5.0;57.5;2.0
5.0;57.0;5.0;36.0;7.0
5.0;60.0;9.0;19.3;5.0
4.0;57.0;3.0;33.5;3.0
10.0;52.0;7.0;52.4;4.0
3.0;55.0;7.0;35.9;7.0
5.0;65.0;7.0;29.1;4.0
9.0;53.0;5.0;52.3;8.0
7.0;40.0;5.0;59.1;1.0
3.0;75.0;6.0;52.6;3.0
2.0;68.0;1.0;21.8;1.0
5.0;85.0;7.0;49.0;5.0
6.0;41.0;6.0;33.1;7.0
7.0;86.0;1.0;58.8;6.0
5.0;49.0;9.0;16.2;5.0
7.0;39.0;4.0;47.3;4.0
4.0;85.0;5.0;46.0;3.0
6.0;50.0;1.0;67.9;3.0
3.0;64.0;1.0;50.7;5.0
2.0;53.0;2.0;63.5;5.0
4.0;62.0;1.0;41.5;5.0
5.0;45.0;3.0;67.2;1.0
5.0;64.0;8.0;70.0;1.0
6.0;69.0;10.0;29.1;7.0
5.0;42.0;5.0;65.3;6.0
10.0;72.0;3.0;27.8;8.0
4.0;77.0;7.0;70.8;7.0
2.0;51.0;10.0;34.0;8.0
9.0;67.0;6.0;47.5;3.0
8.0;61.0;6.0;46.1;8.0
7.0;88.0;10.0;36.1;3.0
6.0;51.0;7.0;18.1;3.0
2.0;66.0;8.0;23.2;3.0
2.0;40.0;4.0;57.4;6.0
6.0;65.0;4.0;69.2;4.0
3.0;47.0;5.0;31.4;5.0
9.0;62.0;8.0;43.6;6.0
4.0;52.0;7.0;61.1;7.0
6.0;78.0;3.0;29.5;7.0
9.0;67.0;9.0;69.5;5.0
6.0;65.0;5.0;59.6;3.0
3.0;54.0;1.0;64.4;6.0
6.0;73.0;5.0;66.1;5.0
9.0;79.0;6.0;29.3;2.0
10.0;67.0;3.0;26.9;4.0
10.0;90.0;3.0;69.1;6.0
2.0;48.0;9.0;30.0;3.0
7.0;51.0;3.0;24.9;1.0
6.0;45.0;6.0;39.8;6.0
7.0;63.0;8.0;60.0;8.0
4.0;77.0;8.0;63.5;4.0
2.0;61.0;7.0;57.4;2.0
5.0;88.0;7.0;33.2;6.0
10.0;58.0;4.0;42.4;5.0
10.0;46.0;10.0;16.8;2.0
7.0;82.0;10.0;26.3;3.0
9.0;85.0;6.0;69.5;4.0
10.0;85.0;8.0;69.5;4.0
7.0;60.0;2.0;37.0;8.0
10.0;69.0;5.0;30.0;7.0
9.0;90.0;8.0;58.1;1.0
2.0;61.0;1.0;19.7;6.0
4.0;63.0;3.0;20.6;5.0
2.0;57.0;6.0;47.0;5.0
5.0;87.0;10.0;38.3;7.0
9.0;79.0;3.0;45.0;1.0
10.0;86.0;9.0;20.8;8.0
5.0;46.0;6.0;54.9;6.0
5.0;67.0;7.0;25.7;6.0
4.0;38.0;10.0;57.8;4.0
9.0;55.0;4.0;20.9;1.0
8.0;79.0;1.0;65.1;7.0
6.0;64.0;6.0;69.3;5.0
7.0;61.0;5.0;27.3;5.0
4.0;63.0;1.0;52.8;2.0
3.0;38.0;5.0;25.9;3.0
9.0;67.0;2.0;71.4;5.0
7.0;60.0;6.0;47.6;7.0
8.0;67.0;10.0;23.2;7.0
4.0;88.0;10.0;40.2;4.0
2.0;41.0;3.0;19.1;8.0
8.0;53.0;9.0;58.6;2.0
6.0;71.0;10.0;16.4;4.0
6.0;39.0;1.0;59.4;7.0
2.0;41.0;3.0;55.0;2.0
2.0;67.0;8.0;32.9;4.0
8.0;59.0;7.0;32.2;2.0
8.0;68.0;8.0;66.8;8.0
2.0;59.0;10.0;35.9;3.0
6.0;82.0;6.0;37.3;4.0
8.0;43.0;2.0;65.2;4.0
3.0;60.0;7.0;16.2;7.0
2.0;62.0;7.0;39.3;6.0
3.0;39.0;7.0;68.4;1.0
2.0;39.0;9.0;53.8;1.0
9.0;40.0;7.0;29.7;8.0
7.0;61.0;10.0;37.8;7.0
7.0;71.0;5.0;28.0;1.0
8.0;73.0;7.0;19.8;8.0
10.0;53.0;9.0;41.7;7.0
5.0;48.0;2.0;37.4;6.0
4.0;69.0;7.0;22.5;6.0
3.0;59.0;4.0;59.3;5.0
4.0;79.0;5.0;17.8;5.0
6.0;64.0;6.0;33.4;7.0
2.0;88.0;6.0;25.5;7.0
9.0;39.0;1.0;64.4;3.0
8.0;46.0;3.0;65.2;2.0
6.0;67.0;8.0;34.6;4.0
8.0;89.0;9.0;49.8;3.0
2.0;79.0;8.0;49.3;7.0
5.0;88.0;6.0;25.8;5.0
5.0;87.0;6.0;33.9;6.0
2.0;88.0;1.0;60.5;3.0
9.0;70.0;9.0;17.1;4.0
7.0;65.0;2.0;59.2;7.0
10.0;75.0;9.0;36.7;2.0
2.0;65.0;10.0;36.6;1.0
8.0;49.0;3.0;65.2;7.0
6.0;80.0;2.0;52.4;7.0
7.0;41.0;10.0;30.7;2.0
2.0;41.0;5.0;61.9;3.0
9.0;55.0;7.0;19.1;3.0
6.0;70.0;1.0;52.2;8.0
8.0;56.0;7.0;26.1;6.0
5.0;57.0;5.0;28.3;6.0
4.0;71.0;1.0;15.3;4.0
9.0;77.0;6.0;27.5;1.0
7.0;46.0;9.0;55.8;8.0
10.0;87.0;8.0;59.1;5.0
3.0;64.0;9.0;67.5;1.0
7.0;82.0;3.0;44.9;8.0
10.0;79.0;7.0;64.2;6.0
5.0;75.0;9.0;50.9;8.0
9.0;85.0;1.0;15.4;8.0
3.0;51.0;4.0;21.8;3.0
2.0;60.0;4.0;64.5;3.0
10.0;44.0;8.0;68.9;8.0
8.0;43.0;2.0;57.1;8.0
6.0;68.0;8.0;43.1;2.0
9.0;44.0;3.0;15.7;7.0
5.0;73.0;5.0;37.2;8.0
3.0;57.0;7.0;59.7;3.0
9.0;61.0;8.0;61.5;8.0
3.0;59.0;3.0;30.6;4.0
9.0;51.0;1.0;52.2;1.0
5.0;64.0;7.0;60.2;2.0
5.0;41.0;9.0;67.5;5.0
5.0;60.0;4.0;26.3;3.0
3.0;81.0;1.0;32.7;3.0
7.0;44.0;7.0;50.7;1.0
5.0;85.0;8.0;25.1;1.0
9.0;38.0;7.0;61.7;5.0
9.0;76.0;8.0;35.6;1.0
2.0;78.0;2.0;44.9;7.0
7.0;49.0;6.0;35.5;1.0
4.0;57.0;4.0;54.4;8.0
5.0;42.0;4.0;51.0;5.0
9.0;58.0;1.0;70.4;5.0
4.0;51.0;1.0;39.8;1.0
8.0;43.0;3.0;70.1;5.0
7.0;78.0;10.0;28.1;7.0
4.0;53.0;4.0;27.7;7.0
9.0;46.0;8.0;58.4;5.0
4.0;83.0;3.0;34.0;5.0
9.0;48.0;8.0;40.3;6.0
10.0;55.0;2.0;33.9;3.0
8.0;65.0;3.0;38.8;7.0
6.0;46.0;2.0;52.9;7.0
2.0;56.0;3.0;52.1;2.0
9.0;45.0;1.0;37.2;6.0
4.0;86.0;1.0;44.2;1.0
6.0;84.0;3.0;37.5;6.0
8.0;86.0;8.0;16.6;7.0
9.0;56.0;6.0;23.7;2.0
9.0;82.0;4.0;69.3;1.0
8.0;74.0;4.0;27.3;3.0
6.0;59.0;4.0;71.7;7.0
3.0;71.0;5.0;43.1;8.0
7.0;78.0;5.0;49.7;7.0
8.0;74.0;7.0;43.6;4.0
6.0;76.0;9.0;23.6;4.0
8.0;75.0;7.0;44.9;1.0
2.0;42.0;7.0;45.1;5.0
3.0;49.0;2.0;43.1;2.0
3.0;83.0;5.0;43.7;6.0
10.0;72.0;8.0;51.7;5.0
9.0;86.0;7.0;28.5;6.0
3.0;69.0;5.0;72.3;6.0
3.0;38.0;7.0;56.3;4.0
8.0;47.0;3.0;54.7;2.0
4.0;47.0;3.0;63.4;3.0
10.0;67.0;3.0;59.4;3.0
2.0;74.0;5.0;35.4;7.0
8.0;65.0;8.0;47.4;4.0
8.0;73.0;5.0;60.1;1.0
8.0;61.0;4.0;39.1;8.0
2.0;56.0;6.0;31.4;6.0
3.0;81.0;8.0;43.3;6.0
10.0;65.0;9.0;64.6;6.0
10.0;59.0;8.0;33.1;1.0
3.0;56.0;8.0;66.4;7.0
3.0;68.0;10.0;28.8;2.0
3.0;48.0;3.0;65.4;8.0
6.0;87.0;5.0;56.8;2.0
4.0;68.0;6.0;69.3;1.0
7.0;39.0;10.0;30.7;6.0
6.0;76.0;6.0;38.3;8.0
2.0;72.0;7.0;60.6;3.0
4.0;50.0;7.0;68.3;6.0
7.0;82.0;1.0;18.3;8.0
6.0;42.0;10.0;47.7;5.0
10.0;87.0;9.0;17.0;4.0
3.0;40.0;8.0;15.6;6.0
9.0;65.0;2.0;32.8;7.0
2.0;80.0;10.0;44.9;5.0
10.0;64.0;7.0;30.3;4.0
3.0;63.0;4.0;62.0;8.0
6.0;68.0;1.0;30.0;6.0
7.0;58.0;10.0;54.2;4.0
8.0;66.0;10.0;25.6;4.0
4.0;46.0;9.0;66.9;6.0
4.0;50.0;1.0;24.8;3.0
4.0;43.0;3.0;42.9;8.0
8.0;77.0;10.0;25.0;7.0
4.0;85.0;10.0;54.0;2.0
4.0;53.0;4.0;54.3;5.0
3.0;69.0;9.0;48.6;4.0
8.0;86.0;8.0;24.1;5.0
6.0;82.0;10.0;50.6;8.0
2.0;80.0;2.0;20.8;7.0
7.0;90.0;9.0;17.4;5.0
4.0;46.0;10.0;16.8;2.0
7.0;50.0;1.0;24.3;2.0
10.0;43.0;9.0;48.6;6.0
8.0;69.0;8.0;41.4;6.0
5.0;59.0;7.0;18.5;3.0
5.0;53.0;8.0;40.9;5.0
2.0;84.0;6.0;38.5;7.0
3.0;59.0;1.0;52.4;5.0
6.0;51.0;7.0;28.8;2.0
10.0;82.0;8.0;48.4;7.0
3.0;72.0;4.0;50.7;3.0
8.0;80.0;10.0;38.6;8.0
3.0;67.0;4.0;30.9;6.0
9.0;41.0;7.0;61.4;4.0
6.0;80.0;4.0;47.2;7.0
4.0;66.0;6.0;24.0;1.0
3.0;88.0;5.0;38.5;2.0
2.0;39.0;1.0;48.3;5.0
3.0;74.0;4.0;48.7;1.0
5.0;58.0;6.0;52.4;7.0
8.0;76.0;6.0;23.1;1.0
3.0;51.0;9.0;56.6;6.0
7.0;74.0;1.0;30.4;8.0
4.0;50.0;2.0;67.2;8.0
10.0;80.0;7.0;59.8;4.0
9.0;61.0;8.0;46.1;4.0
4.0;85.0;1.0;52.1;6.0
7.0;55.0;10.0;68.3;1.0
4.0;66.0;7.0;19.5;3.0
3.0;80.0;1.0;40.2;6.0
6.0;54.0;9.0;23.2;4.0
10.0;85.0;2.0;42.2;1.0
6.0;40.0;9.0;70.6;6.0
7.0;61.0;9.0;55.7;2.0
6.0;55.0;1.0;64.7;6.0
8.0;62.0;5.0;46.6;4.0
2.0;74.0;1.0;64.0;3.0
7.0;72.0;7.0;26.8;3.0
5.0;69.0;4.0;46.8;4.0
3.0;46.0;6.0;31.3;2.0
8.0;79.0;8.0;71.2;2.0
6.0;76.0;1.0;68.7;4.0
4.0;77.0;4.0;45.2;3.0
4.0;88.0;3.0;58.3;6.0
7.0;84.0;6.0;31.6;2.0
8.0;50.0;6.0;18.8;1.0
8.0;58.0;1.0;21.0;6.0
2.0;67.0;6.0;58.2;4.0
10.0;50.0;7.0;51.0;5.0
10.0;56.0;9.0;46.9;1.0
8.0;58.0;5.0;41.9;3.0
4.0;84.0;2.0;49.3;3.0
6.0;48.0;4.0;32.1;7.0
9.0;73.0;4.0;72.9;2.0
3.0;87.0;7.0;52.4;6.0
3.0;72.0;8.0;31.7;6.0
9.0;67.0;7.0;61.8;5.0
8.0;48.0;2.0;21.8;2.0
6.0;60.0;2.0;70.7;1.0
5.0;87.0;6.0;25.3;7.0
6.0;72.0;3.0;32.4;1.0
6.0;72.0;5.0;41.7;1.0
7.0;63.0;2.0;17.5;2.0
7.0;73.0;6.0;60.9;4.0
9.0;51.0;8.0;55.2;3.0
7.0;55.0;1.0;35.2;5.0
2.0;38.0;7.0;58.7;4.0
6.0;86.0;3.0;29.5;3.0
5.0;73.0;4.0;56.2;1.0
4.0;70.0;5.0;16.9;2.0
5.0;82.0;2.0;72.6;6.0
10.0;82.0;4.0;44.9;6.0
5.0;60.0;8.0;63.8;1.0
6.0;81.0;3.0;27.7;3.0
8.0;38.0;6.0;41.5;5.0
3.0;43.0;7.0;41.1;3.0
4.0;87.0;6.0;70.2;4.0
10.0;86.0;9.0;61.4;3.0
7.0;38.0;9.0;18.0;6.0
8.0;84.0;3.0;42.2;3.0
10.0;68.0;3.0;17.6;4.0
8.0;55.0;3.0;24.5;8.0
10.0;57.0;10.0;66.0;7.0
7.0;38.0;4.0;18.1;1.0
7.0;45.0;1.0;50.2;7.0
10.0;51.0;3.0;35.7;2.0
10.0;42.0;10.0;70.0;4.0
2.0;55.0;6.0;19.8;1.0
8.0;66.0;10.0;42.3;5.0
6.0;58.0;10.0;50.5;8.0
2.0;65.0;8.0;69.8;7.0
2.0;62.0;10.0;15.9;1.0
10.0;48.0;6.0;25.3;8.0
5.0;76.0;7.0;71.8;6.0
3.0;53.0;6.0;72.5;2.0
3.0;75.0;7.0;54.6;7.0
8.0;66.0;8.0;49.7;6.0
2.0;90.0;1.0;55.3;7.0
9.0;84.0;9.0;57.4;4.0
5.0;86.0;10.0;52.4;7.0
8.0;86.0;1.0;28.9;6.0
6.0;47.0;10.0;69.2;8.0
9.0;38.0;8.0;51.0;5.0
3.0;52.0;10.0;54.8;8.0
9.0;46.0;4.0;24.7;5.0
7.0;77.0;7.0;58.8;3.0
2.0;55.0;2.0;71.0;1.0
2.0;70.0;8.0;18.4;6.0
9.0;49.0;10.0;46.4;3.0
10.0;48.0;2.0;20.2;8.0
4.0;87.0;9.0;70.2;4.0
10.0;74.0;4.0;25.8;6.0
4.0;70.0;1.0;32.5;4.0
2.0;84.0;8.0;67.3;7.0
2.0;77.0;9.0;46.9;7.0
3.0;49.0;5.0;63.9;4.0
10.0;52.0;3.0;18.9;3.0
2.0;49.0;10.0;64.8;7.0
3.0;79.0;4.0;19.4;7.0
3.0;80.0;6.0;23.7;2.0
8.0;70.0;9.0;16.5;1.0
4.0;56.0;4.0;60.0;3.0
2.0;80.0;1.0;59.2;8.0
7.0;53.0;4.0;44.2;2.0
8.0;61.0;8.0;21.7;7.0
6.0;47.0;4.0;35.3;8.0
5.0;75.0;4.0;15.7;3.0
9.0;70.0;6.0;51.1;4.0
6.0;60.0;2.0;16.4;8.0
5.0;89.0;7.0;33.3;6.0
8.0;85.0;8.0;49.8;1.0
7.0;76.0;3.0;18.5;6.0
8.0;86.0;2.0;67.0;3.0
9.0;66.0;8.0;35.9;5.0
10.0;57.0;5.0;60.9;1.0
5.0;64.0;1.0;73.0;8.0
6.0;65.0;5.0;56.0;1.0
6.0;73.0;9.0;35.6;2.0
3.0;51.0;6.0;72.4;5.0
6.0;59.0;9.0;38.3;4.0
7.0;59.0;8.0;66.8;6.0
10.0;44.0;6.0;60.3;5.0
2.0;47.0;9.0;40.9;3.0
7.0;85.0;1.0;51.7;6.0
7.0;86.0;10.0;55.6;2.0
10.0;73.0;2.0;66.6;4.0
9.0;76.0;5.0;25.4;4.0
9.0;80.0;6.0;23.2;4.0
6.0;88.0;9.0;65.8;8.0
3.0;40.0;7.0;55.0;1.0
3.0;52.0;1.0;29.5;1.0
7.0;73.0;7.0;30.0;2.0
8.0;83.0;2.0;54.1;1.0
8.0;53.0;4.0;32.9;5.0
8.0;66.0;10.0;35.1;2.0
10.0;38.0;10.0;72.7;5.0
6.0;66.0;9.0;37.0;1.0
7.0;73.0;4.0;41.8;2.0
4.0;72.0;4.0;72.0;1.0
4.0;74.0;2.0;31.7;3.0
8.0;84.0;4.0;41.6;1.0
3.0;79.0;2.0;63.4;3.0
6.0;84.0;2.0;27.2;8.0
5.0;50.0;9.0;23.1;6.0
9.0;39.0;3.0;64.1;6.0
8.0;52.0;6.0;27.7;6.0
2.0;41.0;9.0;19.0;4.0
7.0;51.0;4.0;34.2;7.0
4.0;51.0;4.0;26.2;4.0
5.0;76.0;1.0;63.9;2.0
6.0;62.0;5.0;20.4;2.0
10.0;49.0;5.0;29.8;7.0
10.0;60.0;9.0;34.2;8.0
9.0;59.0;8.0;71.2;7.0
10.0;72.0;5.0;64.0;3.0
8.0;69.0;1.0;35.9;4.0
2.0;73.0;5.0;34.5;2.0
5.0;62.0;9.0;24.7;3.0
4.0;72.0;1.0;54.7;2.0
6.0;71.0;10.0;38.3;5.0
6.0;45.0;10.0;17.7;8.0
9.0;51.0;8.0;46.1;5.0
8.0;38.0;10.0;24.0;1.0
6.0;54.0;7.0;54.5;6.0
4.0;53.0;4.0;29.2;3.0
2.0;88.0;3.0;39.4;4.0
10.0;38.0;5.0;45.3;3.0
5.0;38.0;5.0;63.1;6.0
3.0;47.0;1.0;22.1;3.0
2.0;59.0;9.0;42.0;3.0
4.0;86.0;4.0;20.9;6.0
3.0;58.0;9.0;70.9;5.0
8.0;76.0;7.0;62.1;4.0
4.0;70.0;4.0;29.4;3.0
5.0;40.0;7.0;55.0;3.0
8.0;70.0;3.0;67.3;7.0
4.0;45.0;10.0;23.0;7.0
9.0;52.0;7.0;34.2;6.0
7.0;46.0;2.0;29.0;8.0
5.0;70.0;8.0;29.2;3.0
10.0;41.0;8.0;27.4;2.0
2.0;88.0;9.0;66.5;1.0
2.0;44.0;7.0;42.8;4.0
10.0;81.0;4.0;24.5;1.0
7.0;45.0;7.0;40.8;5.0
9.0;49.0;4.0;29.3;1.0
7.0;43.0;4.0;35.5;2.0
8.0;74.0;3.0;26.9;8.0
4.0;81.0;4.0;38.5;7.0
6.0;54.0;2.0;66.6;3.0
9.0;52.0;1.0;64.8;7.0
7.0;86.0;7.0;71.6;1.0
2.0;72.0;6.0;22.9;1.0
3.0;42.0;6.0;36.2;6.0
8.0;47.0;3.0;17.1;2.0
5.0;42.0;3.0;40.3;4.0
6.0;45.0;7.0;32.4;2.0
9.0;41.0;4.0;33.0;7.0
3.0;76.0;10.0;35.2;8.0
3.0;40.0;7.0;46.6;2.0
9.0;55.0;5.0;49.4;8.0
6.0;67.0;2.0;28.9;5.0
8.0;55.0;2.0;40.3;8.0
4.0;41.0;3.0;66.1;3.0
4.0;63.0;2.0;70.6;2.0
10.0;78.0;2.0;20.1;6.0
9.0;41.0;4.0;58.4;1.0
4.0;66.0;7.0;23.3;2.0
9.0;43.0;7.0;23.2;3.0
3.0;55.0;5.0;21.3;1.0
9.0;59.0;5.0;30.6;8.0
9.0;49.0;10.0;41.0;7.0
4.0;38.0;6.0;20.7;4.0
3.0;41.0;9.0;58.8;4.0
8.0;50.0;5.0;16.2;7.0
8.0;44.0;5.0;50.1;1.0
3.0;74.0;10.0;32.8;1.0
10.0;89.0;2.0;16.2;3.0
3.0;54.0;5.0;37.0;2.0
10.0;44.0;10.0;64.2;8.0
8.0;88.0;9.0;41.2;7.0
10.0;42.0;8.0;33.1;1.0
5.0;41.0;8.0;69.2;4.0
8.0;77.0;6.0;65.2;3.0
5.0;59.0;3.0;39.5;7.0
