"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"10430",1150000200,"20150414T000000",640000,3,2.5,2420,8244,2,0,0,3,10,2420,0,1988,0,98029,47.5595,-122.019,2500,9320
"10436",8643200060,"20140923T000000",170500,3,1,1640,13939,1,0,0,3,7,1040,600,1960,0,98198,47.3947,-122.313,2080,13000
"10443",3750603471,"20150327T000000",239950,3,2.5,1560,4800,2,0,0,4,7,1560,0,1974,0,98001,47.2653,-122.285,1510,12240
"10446",1796380310,"20140904T000000",240000,3,2,1310,8069,1,0,0,3,7,1310,0,1990,0,98042,47.3694,-122.083,1310,8392
"10449",7454000990,"20140924T000000",304950,2,1,670,6720,1,0,0,5,6,670,0,1942,0,98126,47.5151,-122.372,710,6720
"10457",3626079032,"20140730T000000",396400,4,2.5,2120,215186,2,0,0,2,7,2120,0,1983,0,98014,47.701,-121.857,2000,215186
"10468",4221970060,"20150506T000000",359000,4,2.5,2640,7883,2,0,0,3,8,2640,0,1990,0,98092,47.3124,-122.188,2150,7683
"10471",2516000486,"20140701T000000",402500,2,1,800,2280,1,0,0,5,6,800,0,1946,0,98107,47.6588,-122.362,1310,4200
"10499",8651611230,"20140711T000000",780000,3,3.5,3190,6776,2,0,0,3,10,3190,0,1998,0,98074,47.6348,-122.064,3230,7189
"10511",8699100160,"20150210T000000",250000,4,2,2170,5404,1.5,0,0,5,6,1470,700,1920,0,98002,47.3046,-122.22,1030,5477
"10512",1068000520,"20140506T000000",1225000,4,2.25,3490,6906,2,0,0,4,10,2280,1210,1928,0,98199,47.6424,-122.407,2540,6223
"10517",1682000350,"20140708T000000",148226,3,1,1400,7360,1,0,0,4,7,1400,0,1968,0,98092,47.3123,-122.186,1600,8030
"10532",3904920390,"20140710T000000",545000,3,2.5,2060,7184,2,0,0,3,8,2060,0,1987,0,98029,47.567,-122.012,2230,7788
"10554",8001450060,"20140820T000000",370000,5,3,2670,9920,1,0,0,3,8,1400,1270,1990,0,98001,47.3211,-122.277,1890,10341
"10557",924069190,"20140819T000000",440000,3,1.75,2000,11880,2,0,0,3,8,2000,0,1979,0,98075,47.5882,-122.052,1820,15120
"10564",1545804510,"20140512T000000",302000,5,2.25,2180,7813,2,0,0,3,7,2180,0,1986,0,98038,47.3651,-122.051,1880,8649
"10573",1133000036,"20150421T000000",410000,3,1,1330,5000,1,0,0,3,7,1120,210,1957,0,98125,47.7211,-122.308,1920,7790
"10584",5127001170,"20140528T000000",266200,3,1.5,1430,9600,1,0,0,4,7,1430,0,1966,0,98059,47.4737,-122.15,1590,10240
"10592",5141000510,"20140915T000000",392000,4,3.75,2220,3797,1.5,0,0,4,6,1330,890,1917,0,98108,47.5574,-122.315,1490,4340
"10599",2459500070,"20141222T000000",278000,3,2.25,1590,9425,1,0,0,3,7,1170,420,1985,0,98058,47.4291,-122.16,1590,9394
"10613",3259400024,"20150427T000000",340000,3,2,1150,700,2,0,0,3,7,800,350,2000,0,98136,47.5552,-122.381,1060,1910
"10643",4083302625,"20150324T000000",738000,3,1,1280,3900,1,0,0,4,7,1280,0,1921,0,98103,47.6545,-122.336,2020,4560
"10649",724069070,"20140913T000000",950000,4,1.75,3100,21303,1,0,1,4,9,3100,0,1962,0,98075,47.5847,-122.081,3480,9697
"10661",5536500200,"20140918T000000",730000,5,3.5,3760,4857,2,0,3,3,9,2820,940,2004,0,98072,47.7398,-122.167,3000,5693
"10663",2008000550,"20140815T000000",3e+05,4,2,1580,9600,1,0,0,5,7,1050,530,1965,0,98198,47.4091,-122.313,1710,9600
"10694",2310010270,"20150218T000000",280500,3,2.25,1620,7566,2,0,0,3,7,1620,0,1990,0,98038,47.3566,-122.039,1470,7566
"10723",226059121,"20140813T000000",5e+05,3,2.75,1560,77536,1,0,0,3,7,1400,160,1978,0,98072,47.7695,-122.126,2210,41449
"10733",423059360,"20141017T000000",345000,4,2.5,2040,5875,2,0,0,3,8,2040,0,2004,0,98056,47.5051,-122.17,2230,5459
"10736",4443800505,"20150507T000000",585000,3,1.5,1810,3880,1.5,0,0,4,8,1310,500,1929,0,98117,47.6835,-122.392,1400,3880
"10737",7327500200,"20140618T000000",455000,3,1.75,1180,14292,1,0,0,3,7,1180,0,1981,0,98045,47.4818,-121.733,1480,14400
"10750",3317500070,"20150408T000000",1135000,4,2.75,3840,10004,1,0,2,4,9,2110,1730,1963,0,98040,47.5606,-122.225,3500,12118
"10755",4400900030,"20140602T000000",440000,4,2.75,2340,11034,1,0,0,3,8,1720,620,1967,0,98155,47.7686,-122.278,2370,11941
"10757",5706000070,"20141014T000000",589000,4,2.5,2630,15000,2,0,0,5,8,2630,0,1962,0,98027,47.5262,-122.028,1770,8700
"10777",5451220200,"20140624T000000",998000,4,2.25,2420,10200,2,0,0,4,9,2420,0,1973,0,98040,47.5336,-122.225,2390,10200
"10782",8617000060,"20140708T000000",711600,4,3,3580,9316,2.5,0,0,3,10,2370,1210,1991,0,98007,47.595,-122.133,2580,9242
"10799",1724500030,"20150312T000000",415000,4,2.5,2400,7292,1,0,0,3,8,1530,870,1980,0,98133,47.7749,-122.339,1710,7909
"10803",1473120140,"20140708T000000",460000,4,2.5,2620,8331,2,0,0,3,9,2620,0,1991,0,98058,47.4357,-122.159,2760,8174
"10809",4221250340,"20150409T000000",625000,3,2.5,2280,4757,2,0,0,3,8,2280,0,2003,0,98075,47.5901,-122.018,2280,4534
"10813",3359500960,"20150321T000000",480000,3,2,1300,3000,2,0,0,3,7,1300,0,1986,0,98115,47.6728,-122.325,1670,4500
"10816",2325069032,"20140731T000000",875000,5,4.25,4720,18741,2,0,0,3,11,3210,1510,2005,0,98053,47.6347,-122.013,3880,37328
"10822",4139700260,"20141117T000000",795000,5,3.5,3330,3705,2,0,0,3,9,2610,720,2008,0,98006,47.5567,-122.124,2810,3971
"10823",6071800310,"20140619T000000",558000,4,2.25,2060,10358,1,0,0,4,8,1320,740,1962,0,98006,47.5478,-122.174,2060,9676
"10824",1321720140,"20140528T000000",370000,4,2.5,3090,18645,2,0,0,3,9,3090,0,1995,0,98023,47.2902,-122.342,3610,20114
"10836",217500140,"20140513T000000",464000,5,2.5,3400,8970,1,0,0,4,8,1700,1700,1959,0,98133,47.7358,-122.335,1890,8475
"10839",1232001040,"20141016T000000",435000,3,1,1180,4219,1,0,0,3,7,1060,120,1939,0,98117,47.6867,-122.378,1630,4219
"10851",3528000140,"20141023T000000",899000,4,2.5,3720,30649,2,0,0,3,10,3720,0,1988,0,98053,47.6651,-122.056,3220,29434
"10872",1954430390,"20140707T000000",575000,4,2.5,2400,6137,2,0,0,3,8,2400,0,1990,0,98074,47.6187,-122.04,2120,7468
"10887",4123840570,"20141020T000000",390000,3,2.5,2250,8076,2,0,0,3,8,2250,0,1995,0,98038,47.3667,-122.041,2180,7244
"10889",9274204100,"20140910T000000",462500,4,1,1540,4500,1.5,0,0,2,7,1540,0,1905,0,98116,47.587,-122.384,1920,6000
"10902",2155000160,"20140508T000000",538000,4,1.75,1840,9600,1,0,0,3,7,1220,620,1967,0,98052,47.6579,-122.125,1770,9720
"10905",2123049114,"20140519T000000",110700,2,1,680,8064,1,0,0,3,6,680,0,1941,0,98188,47.469,-122.298,1340,10800
"10907",7617500075,"20140721T000000",427000,3,1.75,2000,7111,1,0,0,4,7,1360,640,1956,0,98177,47.7676,-122.373,1830,9000
"10912",7399300510,"20150204T000000",294900,3,2.25,1500,8100,1,0,0,3,7,1210,290,1968,0,98055,47.4632,-122.19,1600,7896
"10931",5252000200,"20141210T000000",357000,5,2.5,2750,12350,2,0,0,3,8,2750,0,1987,0,98031,47.419,-122.206,1650,9810
"10969",6821102317,"20141209T000000",535000,3,2.5,1850,1499,2.5,0,0,3,9,1790,60,2005,0,98199,47.6475,-122.396,1770,1539
"10971",3271300955,"20150224T000000",868000,4,2.5,2020,4350,2,0,0,5,9,1730,290,1943,0,98199,47.6503,-122.41,1620,5800
"10974",1725059187,"20141029T000000",595000,2,1.75,1280,8500,1,0,0,3,7,1280,0,1953,2010,98033,47.6553,-122.19,1950,10356
"10975",6699930260,"20150320T000000",4e+05,4,2.5,3130,5240,2,0,0,3,8,3130,0,2004,0,98038,47.3446,-122.042,2470,5240
"10978",6065300570,"20140624T000000",1250000,4,2.5,3220,15600,1,0,0,5,9,1680,1540,1973,0,98006,47.5697,-122.182,2990,15600
"10998",3764800510,"20140723T000000",335000,3,1.75,1400,7920,1,0,0,3,7,1400,0,1965,0,98034,47.7312,-122.202,1310,7876
"11002",6402710070,"20150421T000000",280000,3,2.5,1580,7918,2,0,0,3,7,1580,0,1994,0,98055,47.4431,-122.19,1650,7916
"11004",3243200310,"20140520T000000",3e+05,3,1,2120,7735,1,0,0,4,7,1060,1060,1967,0,98059,47.4869,-122.123,1010,8570
"11014",3693900885,"20141202T000000",1020000,6,2.25,2550,5000,2,0,0,4,7,2550,0,1907,0,98117,47.6785,-122.396,1480,5000
"11039",1657000070,"20141118T000000",250000,3,2,1470,12096,1,0,0,4,6,1470,0,1942,0,98030,47.3734,-122.193,1470,10966
"11047",7511200350,"20140919T000000",580000,3,1.75,2040,81021,1,0,0,3,8,2040,0,1980,0,98053,47.6536,-122.045,2260,39280
"11050",3023059012,"20140910T000000",389900,4,1,1710,117176,1.5,0,0,4,6,1710,0,1942,0,98055,47.4497,-122.212,1940,12223
"11090",255400060,"20141208T000000",910000,5,2.75,3750,8279,2,0,0,3,9,3750,0,2001,0,98074,47.6039,-122.06,3450,8279
"11093",1938400520,"20141016T000000",272000,4,2.25,2040,7600,1,0,0,4,8,1580,460,1978,0,98023,47.3169,-122.365,2130,7200
"11098",8955800045,"20150512T000000",530000,2,2.25,2080,11285,1,0,0,4,8,1180,900,1954,0,98042,47.3628,-122.147,2590,13048
"11100",6649900030,"20150505T000000",485000,3,2,1590,11222,1,0,0,4,7,1590,0,1948,0,98177,47.7762,-122.367,2160,16300
"11102",9542840570,"20150401T000000",305000,4,2.5,1620,4000,2,0,0,3,7,1620,0,2008,0,98038,47.3661,-122.02,1580,3780
"11104",7137950350,"20150122T000000",289950,4,3,2040,5050,1,0,0,3,8,1490,550,1993,0,98092,47.3266,-122.175,2020,6118
"11118",5101408599,"20140611T000000",465000,4,1.75,1470,5350,1,0,0,3,7,980,490,1955,0,98125,47.7048,-122.315,1970,6138
"11120",3211700045,"20150128T000000",592000,4,2.5,2300,11165,2,0,0,4,8,2300,0,1979,0,98008,47.5794,-122.118,2170,11165
"11126",3365900106,"20150115T000000",255000,3,1,1440,11330,1,0,0,3,7,1440,0,1965,0,98168,47.4742,-122.265,1580,10100
"11132",2612000200,"20150427T000000",394950,3,2.5,2050,8172,2,0,0,3,8,2050,0,2002,0,98168,47.4808,-122.28,2140,5664
"11141",2787311480,"20140929T000000",253000,3,1.75,1570,7416,1,0,0,4,7,1570,0,1971,0,98031,47.4117,-122.174,1900,7416
"11144",2525300200,"20140515T000000",215000,3,1,1160,10384,1,0,0,4,6,1160,0,1969,0,98038,47.3634,-122.027,1200,9880
"11155",685000160,"20150212T000000",770000,4,1.75,2520,8442,1,0,0,4,7,1640,880,1953,0,98004,47.6317,-122.205,2110,8442
"11161",6662400105,"20141030T000000",375000,3,2.5,1580,5725,2,0,0,3,7,1580,0,2004,0,98072,47.7611,-122.161,1510,5725
"11176",1565900390,"20150415T000000",272000,4,2.25,1800,9018,2,0,0,3,7,1800,0,1992,0,98022,47.2126,-121.984,1670,9380
"11179",7212660520,"20150326T000000",280000,4,2,1600,6861,1,0,0,3,7,1600,0,1994,0,98003,47.2701,-122.313,1870,7455
"11185",104530240,"20140827T000000",225000,3,2,1320,5665,1,0,0,3,7,1320,0,1986,0,98023,47.3096,-122.357,1336,7080
"11188",3448002180,"20150116T000000",674000,3,3.25,2320,6744,2,0,0,3,9,1930,390,2014,0,98125,47.7132,-122.293,1700,6744
"11212",7504180070,"20141111T000000",577000,3,1.5,1560,20251,1,0,0,5,7,1200,360,1989,0,98074,47.619,-122.054,1560,19119
"11223",3992700070,"20141124T000000",450000,3,1,2020,8100,1,0,0,3,7,1170,850,1956,0,98125,47.7136,-122.288,1480,7620
"11229",4229900140,"20141006T000000",310000,2,1,720,5750,1,0,0,2,6,720,0,1943,0,98136,47.5535,-122.393,980,6125
"11237",2397101375,"20150428T000000",595000,2,1,980,3600,1,0,0,3,6,980,0,1907,0,98119,47.6366,-122.365,1690,3600
"11255",2126049290,"20150220T000000",522500,4,3,2370,8154,1,0,0,3,7,1380,990,1977,0,98125,47.7258,-122.306,2100,8148
"11257",3750600566,"20141215T000000",199950,2,1.75,870,18537,1,0,0,4,6,870,0,1946,0,98001,47.275,-122.278,1300,22800
"11270",6909700340,"20140820T000000",619000,3,2,1990,3000,1.5,0,2,5,8,1430,560,1927,0,98144,47.5891,-122.293,1780,5000
"11279",3025300226,"20140515T000000",2100000,4,1.75,3550,19865,2,0,0,3,9,3550,0,1962,2002,98039,47.6236,-122.235,3000,19862
"11284",5468700105,"20140805T000000",415000,3,1.75,2000,8400,1.5,0,0,4,8,2000,0,1959,0,98133,47.7535,-122.334,2000,8400
"11290",8820902400,"20140910T000000",498000,3,3,2360,2750,2,0,1,3,7,1780,580,1983,0,98125,47.7142,-122.281,1970,5800
"11303",6703100140,"20140822T000000",345000,3,1,1200,6628,1,0,0,4,7,1200,0,1952,0,98155,47.7367,-122.319,1330,6768
"11305",8898700960,"20140620T000000",329950,3,2.5,1820,8085,2,0,0,3,7,1820,0,1983,0,98055,47.4575,-122.204,1860,8625
"11307",7175300045,"20141112T000000",402300,3,1.75,1480,4050,1,0,0,3,7,870,610,1926,0,98115,47.681,-122.304,1350,4500
"11310",5379802650,"20150225T000000",273000,3,1,1560,7800,1,0,0,3,7,1560,0,1955,0,98188,47.4549,-122.287,1468,9375
"11317",9406500310,"20141119T000000",240000,2,1.5,1078,1263,2,0,0,3,7,1078,0,1990,0,98028,47.7532,-122.244,1078,1263
"11324",2600010390,"20141015T000000",825000,4,2.25,2430,10050,2,0,0,4,8,2430,0,1979,0,98006,47.5563,-122.163,2390,10250
"11332",3438500677,"20140613T000000",305000,3,1.5,1210,5240,1,0,0,4,7,610,600,1983,0,98106,47.5524,-122.356,1560,5240
"11335",9530101290,"20141110T000000",7e+05,3,2,1940,4500,1,0,3,3,7,1090,850,1926,0,98107,47.6659,-122.359,1700,4500
"11341",3407700012,"20141106T000000",1078500,4,3.5,3740,41458,2,0,2,3,11,3740,0,2000,0,98072,47.7375,-122.139,3750,38325
"11350",2922701420,"20141118T000000",490000,4,2.25,2020,4960,2,0,0,3,7,1710,310,1938,0,98117,47.6867,-122.369,1590,4550
"11356",1370803510,"20140515T000000",790000,3,1.75,1790,6117,1,0,2,3,8,1350,440,1940,0,98199,47.6366,-122.401,1960,5554
"11357",1559900140,"20141222T000000",350000,3,2.25,1760,9621,2,0,0,3,7,1760,0,1995,0,98019,47.7466,-121.979,1810,6589
"11360",7702020030,"20150225T000000",533000,4,2.5,2590,6394,2,0,0,3,8,2590,0,2003,0,98028,47.7599,-122.233,2500,5328
"11365",5453700060,"20150224T000000",875000,4,1.75,2180,9726,1,0,0,4,9,2180,0,1966,0,98040,47.5359,-122.233,2560,10244
"11403",3426049284,"20140819T000000",2300000,4,3.25,4110,15929,2,1,4,3,12,2720,1390,2001,0,98115,47.6934,-122.271,2640,15929
"11425",5119400075,"20140620T000000",950000,3,3.25,3050,18892,1,1,4,4,8,1650,1400,1962,0,98198,47.3881,-122.326,1170,70973
"11443",4083305085,"20140520T000000",1125000,6,3,2880,3192,2,0,0,4,8,2180,700,1919,0,98103,47.6506,-122.332,1870,4533
"11449",2624039114,"20150413T000000",360000,2,1,1120,12625,1,0,3,3,7,1120,0,1940,0,98136,47.5397,-122.385,1880,6828
"11462",3277800729,"20141016T000000",275000,3,1.5,1170,1174,2,0,0,3,7,840,330,2007,0,98126,47.5459,-122.376,1170,2537
"11466",4218400671,"20150505T000000",1655000,4,2.25,3530,5500,2,0,0,3,8,2860,670,1940,0,98105,47.6618,-122.273,2840,5500
"11476",1972202505,"20140729T000000",543000,3,2.5,1540,1256,3,0,0,3,8,1540,0,2004,0,98103,47.6498,-122.346,1500,1350
"11483",6819100111,"20141211T000000",1125000,4,2.5,2520,2600,2,0,0,5,8,1670,850,1925,0,98119,47.6434,-122.358,2290,3600
"11491",1387301740,"20140925T000000",370900,3,1.5,1200,8560,1,0,0,4,7,1200,0,1975,0,98011,47.7392,-122.194,1550,7800
"11494",2821049082,"20150212T000000",225000,2,1,1040,11500,1,0,0,5,7,1040,0,1947,0,98003,47.2791,-122.3,1300,11954
"11504",9294300070,"20140502T000000",650000,4,2,1820,5000,1.5,0,1,3,7,1640,180,1945,0,98115,47.6815,-122.269,2060,5000
"11520",2450000320,"20140523T000000",607000,3,1,1230,8114,1,0,0,4,7,1230,0,1951,0,98004,47.5822,-122.196,2220,8114
"11521",6804600990,"20141124T000000",475000,4,1.75,2160,19283,2,0,0,3,8,2160,0,1981,0,98011,47.7603,-122.169,1990,9744
"11526",4077800247,"20140610T000000",429950,3,1.5,2010,9480,1,0,0,3,8,1570,440,1951,0,98125,47.7102,-122.281,1920,8791
"11544",1354600160,"20140509T000000",312000,4,2.25,1930,7452,1,0,0,3,7,1430,500,1984,0,98031,47.4098,-122.189,1714,7200
"11549",8929000140,"20140623T000000",491234,4,2.5,1540,1860,2,0,0,3,8,1540,0,2014,0,98029,47.5521,-121.999,1210,1090
"11552",1938000140,"20150428T000000",810000,4,2,2920,10424,1,0,0,5,8,1520,1400,1964,0,98005,47.5876,-122.172,2360,10696
"11560",2425039017,"20140904T000000",808250,3,2,1750,2640,1,0,0,3,8,1010,740,1914,2005,98119,47.6419,-122.368,1750,4560
"11570",9828702518,"20140617T000000",479000,2,2.25,1230,932,2,0,0,3,8,1020,210,2004,0,98112,47.6192,-122.301,1230,1064
"11585",6699940320,"20150413T000000",359900,4,2.5,2600,5188,2,0,0,3,8,2600,0,2005,0,98038,47.3451,-122.04,2610,5188
"11597",7010700860,"20141226T000000",575000,4,1.5,1430,4163,1.5,0,0,3,7,1430,0,1910,0,98199,47.6606,-122.397,1500,4000
"11610",1546600565,"20141002T000000",705000,6,2.75,2830,10579,1,0,0,4,8,1430,1400,1967,0,98005,47.636,-122.171,2060,10745
"11615",9406520260,"20150128T000000",311000,4,2.5,1975,8734,2,0,0,3,7,1975,0,1996,0,98038,47.363,-122.034,1975,8538
"11617",7932600140,"20140703T000000",395000,4,2.75,2640,35070,1.5,0,0,3,8,2640,0,1963,0,98058,47.4242,-122.181,2520,34986
"11637",2215901230,"20150507T000000",254000,3,2,1470,7694,1,0,0,4,7,1470,0,1992,0,98038,47.3539,-122.054,1580,7480
"11668",4083304355,"20150318T000000",675000,4,1.75,1530,3615,1.5,0,0,4,7,1530,0,1913,0,98103,47.6529,-122.334,1650,4200
"11702",5708500270,"20140516T000000",523000,3,1.5,1260,3135,1.5,0,0,3,8,1260,0,1931,0,98116,47.5755,-122.388,1700,4180
"11728",811000055,"20140925T000000",1280000,4,3,3260,4500,2,0,0,3,9,2300,960,1930,2014,98109,47.6314,-122.353,2410,4995
"11744",1121000058,"20150331T000000",485000,3,1.75,1790,6775,1,0,2,3,8,1790,0,1951,0,98126,47.5412,-122.377,1310,6028
"11749",3629940160,"20150311T000000",2200000,5,4.5,5840,17168,2,0,0,3,12,4570,1270,2006,0,98029,47.5457,-121.991,4850,15017
"11764",8127700132,"20150326T000000",1236300,5,3.5,3180,4628,2,0,0,3,10,2420,760,2001,0,98199,47.6423,-122.394,2060,4640
"11776",2892700041,"20140714T000000",168000,3,1.5,1370,7439,1,0,0,4,6,1370,0,1963,0,98055,47.4499,-122.189,2350,3370
"11801",2597150270,"20150406T000000",312000,4,2.5,1790,10584,1,0,0,4,7,1290,500,1981,0,98031,47.4061,-122.188,1730,9120
"11803",6145601819,"20140912T000000",278750,2,2,800,5765,1,0,0,4,6,800,0,1936,0,98133,47.7024,-122.346,1160,3844
"11812",2206500550,"20141117T000000",375000,3,1,1040,9800,1,0,0,4,7,1040,0,1955,0,98006,47.5765,-122.155,1280,8880
"11818",5438000060,"20141103T000000",250000,3,2.25,1620,10850,1,0,0,3,7,1620,0,1966,0,98055,47.4437,-122.194,1910,10568
"11830",4139420640,"20141030T000000",1785000,4,3.5,5490,14300,1,0,4,3,12,2910,2580,1996,0,98006,47.5511,-122.114,4290,13822
"11843",1953400510,"20140623T000000",199950,5,2.5,1740,8750,1,0,0,4,7,1740,0,1959,0,98198,47.3904,-122.299,1740,8750
"11844",2450500060,"20140826T000000",1620000,4,3.25,3820,8114,2,0,0,3,10,3820,0,2005,0,98004,47.5837,-122.194,2440,9195
"11848",3343901401,"20140718T000000",494500,4,3,3760,8804,2,0,0,3,8,2470,1290,2002,0,98056,47.5161,-122.191,1960,7225
"11871",7491010060,"20141022T000000",730000,4,3.5,3370,5638,2,0,0,3,10,2250,1120,2001,0,98034,47.7196,-122.223,3080,7200
"11877",2806000560,"20140722T000000",690000,4,3.25,3730,11820,2,0,0,3,10,2460,1270,1990,0,98029,47.5775,-122.019,3680,10667
"11910",1924059319,"20150320T000000",1288000,5,4,4050,11358,2,0,0,4,10,2780,1270,1980,0,98040,47.56,-122.225,3120,13555
"11918",1472800160,"20150218T000000",406250,4,3.25,2550,11524,2,0,0,3,8,2550,0,1990,0,98019,47.7324,-121.963,2370,14001
"11919",7787110370,"20141027T000000",447000,4,2.5,2660,8027,2,0,0,3,8,2660,0,1997,0,98045,47.4831,-121.781,2480,8095
"11920",3041700570,"20140605T000000",466800,3,2.5,1480,14250,2,0,0,3,7,1480,0,1996,0,98033,47.6595,-122.186,1660,14250
"11924",8691510310,"20150429T000000",374900,3,2.5,2480,4950,2,0,0,3,7,2480,0,2004,0,98058,47.4389,-122.116,2230,5298
"11939",2112700240,"20140520T000000",309000,3,1,1092,7500,1.5,0,0,3,6,1092,0,1918,0,98106,47.5321,-122.354,930,4000
"11945",7856410030,"20140505T000000",1030000,5,2.75,3190,16920,1,0,3,3,9,1690,1500,1976,0,98006,47.5641,-122.16,3100,13100
"11967",3589500260,"20141111T000000",550000,4,2,2100,4500,1,0,0,5,7,1060,1040,1924,0,98105,47.6699,-122.317,1920,3900
"11968",3330500335,"20150422T000000",325000,2,1,1010,6180,1,0,0,3,6,1010,0,1903,0,98118,47.5532,-122.28,1560,6180
"11976",1118000340,"20150408T000000",3e+06,5,3.75,4590,11265,2,0,0,4,11,3450,1140,1927,0,98112,47.6389,-122.288,3870,8996
"11995",2594200350,"20150304T000000",445000,2,1,910,7200,1,0,1,4,7,830,80,1936,0,98136,47.5145,-122.39,1700,7200
"12000",7732500700,"20141126T000000",832500,4,2.5,3450,35100,2,0,0,3,10,3450,0,1987,0,98052,47.7302,-122.106,3110,35894
"12018",424069271,"20141024T000000",936000,7,3.75,5100,21802,2,0,0,3,10,3640,1460,2001,0,98075,47.595,-122.04,3350,10005
"12026",1090000036,"20141223T000000",756450,4,2,3210,8400,1.5,0,0,5,7,2040,1170,1914,0,98136,47.5322,-122.391,2540,6458
"12032",7230400400,"20150326T000000",415500,3,2,1220,17652,1,0,0,4,7,1220,0,1980,0,98059,47.4712,-122.1,1990,17652
"12033",2028700575,"20141113T000000",550000,3,2,1390,2688,1.5,0,0,5,7,1390,0,1915,0,98117,47.6783,-122.366,1440,2900
"12040",1217000270,"20140916T000000",338995,3,1.75,1320,9450,1,0,0,5,7,1320,0,1943,0,98166,47.4557,-122.348,1320,8315
"12043",6641020160,"20140506T000000",513000,4,2.5,2000,5684,2,0,0,3,8,2000,0,1996,0,98028,47.7443,-122.22,2210,7066
"12067",1036400200,"20150429T000000",697000,4,1.75,1670,13125,1,0,0,5,8,1670,0,1973,0,98052,47.6315,-122.101,2360,12500
"12085",2816900030,"20141218T000000",338000,3,1.5,2400,8215,1,0,0,3,7,1200,1200,1961,0,98146,47.5001,-122.338,1460,8217
"12120",259000240,"20140617T000000",506000,3,1.75,2180,7700,1,0,0,3,8,1480,700,1961,0,98177,47.7594,-122.361,2180,7604
"12124",2141330700,"20140522T000000",555000,4,2.25,2350,8140,1,0,0,4,8,1430,920,1977,0,98006,47.5579,-122.129,2640,8700
"12128",7334500800,"20150123T000000",299500,3,1,1380,10875,1,0,0,3,7,1380,0,1977,0,98045,47.4653,-121.745,1040,10875
"12136",1773100765,"20150429T000000",229000,1,1,600,3720,1,0,0,3,6,600,0,1920,0,98106,47.5558,-122.363,1480,4800
"12137",1211000070,"20140921T000000",575000,5,2.5,2760,4000,1.5,0,0,3,8,1730,1030,1926,2014,98122,47.6074,-122.299,1680,4000
"12170",2472920800,"20150423T000000",4e+05,3,2.5,2080,7877,2,0,0,3,9,2080,0,1987,0,98058,47.4395,-122.151,2550,7660
"12181",6929604005,"20140915T000000",240000,3,2,1300,5000,1,0,0,4,7,1300,0,1983,0,98198,47.3837,-122.304,1630,7500
"12182",3216900070,"20140617T000000",382500,4,2.5,2210,7079,2,0,0,3,8,2210,0,1993,0,98031,47.4206,-122.183,1970,7000
"12190",8148600055,"20140513T000000",225000,3,1,1040,6535,1,0,0,3,6,1040,0,1947,0,98168,47.4906,-122.306,1100,6535
"12195",9523100550,"20141003T000000",857500,3,1.5,2040,3960,2,0,2,5,8,2040,0,1928,0,98103,47.6658,-122.355,1540,3400
"12220",7888200140,"20140604T000000",250000,4,2,2120,8701,1.5,0,0,4,7,2120,0,1960,0,98198,47.3722,-122.308,1720,8527
"12227",1858600012,"20140605T000000",310000,4,2.25,2192,12128,2,0,0,3,8,2192,0,2006,0,98030,47.3644,-122.2,1914,4649
"12232",617000030,"20141223T000000",887500,3,3,4230,54977,2,0,3,3,9,3780,450,1951,2000,98166,47.4176,-122.343,2880,27201
"12240",7852011040,"20140521T000000",589000,4,2.5,2910,5776,2,0,2,3,8,2910,0,1998,0,98065,47.5388,-121.87,2550,6750
"12262",4406000390,"20140521T000000",255000,3,1.5,1060,9039,1,0,0,3,7,1060,0,1973,2013,98058,47.4293,-122.151,1410,9515
"12271",1842100160,"20140731T000000",513000,5,2,2270,8652,1,0,0,3,7,1150,1120,1965,0,98052,47.6692,-122.151,1950,8050
"12291",7714000310,"20140719T000000",374950,4,2.5,2790,4650,2,0,0,3,8,2790,0,2004,0,98038,47.3557,-122.026,2850,4650
"12292",254000075,"20140519T000000",368000,2,1.5,1660,4680,1,0,0,5,6,830,830,1908,0,98146,47.5134,-122.388,1930,5400
"12311",7529500030,"20140909T000000",385000,6,4,2700,7416,1,0,0,3,7,1350,1350,1969,0,98108,47.5525,-122.3,2260,5324
"12312",9523102420,"20140922T000000",535000,1,1,920,5000,1,0,3,4,7,920,0,1906,0,98103,47.6748,-122.352,1890,5000
"12318",2254501342,"20150505T000000",518000,2,1.5,1140,1149,2,0,0,3,7,940,200,2001,0,98122,47.6124,-122.314,1460,1149
"12324",869700350,"20150429T000000",330000,2,2.5,1310,2915,2,0,0,3,8,1310,0,1999,0,98059,47.4911,-122.154,1310,3425
"12339",5132000140,"20140618T000000",175000,6,1,1370,5080,1.5,0,0,3,6,1120,250,1931,0,98106,47.5238,-122.35,1020,5080
"12348",4036400030,"20150305T000000",675000,4,2.5,1770,9858,1,0,2,3,8,1770,0,1971,0,98155,47.7382,-122.287,2470,9858
"12356",5151600390,"20141113T000000",305000,4,1.75,2251,12731,1,0,1,4,8,1390,861,1957,0,98003,47.3369,-122.32,2520,12539
"12372",5315100393,"20141211T000000",670000,3,1,1600,16868,1,0,1,3,7,990,610,1946,0,98040,47.5872,-122.241,2600,12735
